Device ID,In Service,Activation State,Location,Product,Configuration Pending,Provider,Encryption,Firmware Version,Firmware Update Available,Last Received,Comm Status,Commissioned,Key Date,Key Pending Rotation,Latitude,Longitude,Radio Identifiers,Radio Model,Rx Frequency,SSI,Tx Frequency
49344,true,,WOODBOUR-342CFCI49,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:15:10.001,Normal,2021-05-18 08:58:51.637,2025-09-17 09:34:22.000,No,40.22501326,-74.84800304,FlexNetId: 50531205,FlexNet900,930.5375 MHz,25,901.8625 MHz
49341,true,,WOODBOUR-342CFCI45,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:21:11.061,Normal,2021-05-18 08:58:46.563,2025-09-17 09:34:22.000,No,40.20820826,-74.89208308,FlexNetId: 50531206,FlexNet900,930.5125 MHz,19,901.8375 MHz
49339,true,,COMMONS-000CFCI44,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:12:08.730,Normal,2021-05-18 08:58:41.555,2025-09-17 10:17:52.000,No,40.22952,-74.90542,FlexNetId: 50531203,FlexNet900,930.5125 MHz,15,901.8375 MHz
52918,true,,BRADFORD-343CFCI22,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:11:49.284,Normal,2023-12-21 09:07:45.632,2025-09-17 09:34:23.000,No,39.96838,-75.65555,FlexNetId: 50533588,FlexNet900,930.5125 MHz,13,901.8375 MHz
49371,true,,WOODBOUR-342CFCI46,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:20:56.304,Normal,2021-05-18 08:58:31.896,2025-09-17 09:34:22.000,No,40.21780671,-74.88483636,FlexNetId: 50531263,FlexNet900,930.5125 MHz,24,901.8625 MHz
49363,true,,LINE-13200CFCI34,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:18:06.847,Normal,2021-05-18 08:58:34.644,2025-09-17 09:34:23.000,No,40.18944699,-74.90860081,FlexNetId: 50531215,FlexNet900,930.5125 MHz,26,901.8625 MHz
49367,true,,WOODBOUR-342CFCI50,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:15:05.703,Normal,2021-05-18 08:58:33.694,2025-09-17 09:34:22.000,No,40.2258,-74.8216,FlexNetId: 50531310,FlexNet900,930.5125 MHz,33,901.8625 MHz
47249,true,,HARMONY-003CFCI26,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:18:48.432,Normal,2020-03-29 11:43:05.003,2025-09-17 10:19:43.000,No,39.956941,-75.612597,FlexNetId: 50530612,FlexNet900,930.5375 MHz,78,901.8875 MHz
52574,true,,LINE-2706CFCI73,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:12:43.331,Normal,2023-10-30 11:15:03.901,2025-09-17 09:34:23.000,No,39.87475,-75.26464,FlexNetId: 50533127,FlexNet900,930.5125 MHz,32,901.8375 MHz
47243,true,,BRADFORD-341CFCI15,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:11:16.294,Normal,2020-03-29 11:43:03.774,2025-09-17 09:55:17.000,No,40.057016,-75.73424,FlexNetId: 50530610,FlexNet900,930.5375 MHz,32,901.8875 MHz
52804,true,,PEACHBOT-361CFCI8,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:09:34.642,Normal,2023-11-20 10:27:09.387,2025-09-17 12:32:15.000,No,39.771156,-76.2975,FlexNetId: 50533102,FlexNet900,930.5125 MHz,18,901.8375 MHz
52572,true,,TREDYFFR-132CFCI75,NaviComm,No,FlexNet,Enabled,4110005,No,2026-07-29 09:24:12.658,Normal,2023-10-30 10:17:50.026,2025-09-17 09:58:36.000,No,40.05889,-75.45285,FlexNetId: 50533550,FlexNet900,930.5125 MHz,25,901.8375 MHz
47470,false,,Removed - BRADFORD-341CFCI9,NaviComm,No,FlexNet,Enabled,3399,Not Applicable,2021-06-04 06:36:24.242,Not in Service,2020-05-21 12:03:02.866,2020-12-08 09:29:14.000,No,39.974697,-75.682187,FlexNetId: 50530792,FlexNet900,930.5375 MHz,14,901.8875 MHz
42332,false,,REMOVED - PEACHBOT-361CFCI6,NaviComm,No,FlexNet,Enabled,4110005,Not Applicable,2025-07-01 00:27:18.314,Not in Service,2018-06-08 11:17:33.679,2024-10-11 10:28:51.000,No,39.788943,-76.307702,FlexNetId: 50408608,FlexNet900,930.5375 MHz,28,901.8625 MHz
44432,false,,REMOVED - TRED-341CFCI1-2,NaviComm,No,FlexNet,Enabled,4110005,Not Applicable,2025-08-13 18:04:17.103,Not in Service,2019-01-03 17:01:37.904,2024-10-11 10:28:50.000,No,40.051041,-75.498434,FlexNetId: 50409541,FlexNet900,930.5375 MHz,24,901.8375 MHz
49366,false,,REMOVED - WOODBOUR-342FCI50,NaviComm,No,FlexNet,Enabled,480004,Not Applicable,2023-08-16 11:55:41.289,Not in Service,2021-05-18 08:58:33.875,2023-01-04 09:30:05.000,No,40.22580349,-74.82165218,FlexNetId: 50531312,FlexNet900,930.5125 MHz,41,901.8375 MHz
49356,false,,REMOVED - WOODBOUR-343CFCI52,NaviComm,No,FlexNet,Enabled,4110005,Not Applicable,2024-12-17 09:25:25.360,Not in Service,2021-05-18 08:58:35.949,2024-10-11 10:21:18.000,No,40.19962919,-74.90161052,FlexNetId: 50531223,FlexNet900,930.5125 MHz,36,901.8375 MHz
49358,false,,BRADFORD-341CFCI14,NaviComm,No,FlexNet,Enabled,490003,Not Applicable,2024-07-16 20:04:05.573,Not in Service,2021-05-18 08:58:35.757,2024-02-02 18:06:10.000,No,40.0525,-75.7263,FlexNetId: 50531219,FlexNet900,930.5125 MHz,17,901.8875 MHz
49369,false,,REMOVED: WBRN-352CFCI41-42,NaviComm,No,FlexNet,Enabled,480004,Not Applicable,2023-04-06 20:04:03.473,Not in Service,2021-05-18 08:58:32.401,2023-01-04 09:20:59.000,No,40.2412,-74.844044,FlexNetId: 50531323,FlexNet900,930.5125 MHz,40,901.8625 MHz
51930,false,Activated,,NaviComm,No,Verizon,Not Applicable,480004,Not Applicable,2023-04-20 15:09:10.445,Not in Service,2023-03-27 14:03:07.592,,,,,IMEI: 354595119597467,Cell_LE910_VER,,-56,
51930,false,Activated,,NaviComm,No,Verizon,Not Applicable,480004,Not Applicable,2023-04-20 15:09:10.445,Not in Service,2023-03-27 14:03:07.592,,,,,ICCID: 89148000006394109126,Cell_LE910_VER,,-56,
51745,false,Activated,,NaviComm,No,Verizon,Not Applicable,470001,Not Applicable,2023-01-05 17:11:33.867,Not in Service,2022-11-18 08:56:30.294,,,,,IMEI: 354595119597558,Cell_LE910_VER,,-49,
51745,false,Activated,,NaviComm,No,Verizon,Not Applicable,470001,Not Applicable,2023-01-05 17:11:33.867,Not in Service,2022-11-18 08:56:30.294,,,,,ICCID: 89148000006394108854,Cell_LE910_VER,,-49,
44434,false,,REMOVE: BRADFORD-343CFCI22,NaviComm,No,FlexNet,Enabled,490003,Not Applicable,2024-04-03 12:23:25.361,Not in Service,2019-01-03 17:01:42.854,2024-02-02 18:20:13.000,No,39.96838,-75.65555,FlexNetId: 50409540,FlexNet900,930.5375 MHz,22,901.8625 MHz
47236,false,,Removed - BRADFORD-341CFCI16,NaviComm,No,FlexNet,Enabled,3399,Not Applicable,2021-08-11 01:15:22.236,Not in Service,2020-03-29 11:43:03.334,2020-10-08 12:17:05.000,No,40.058354,-75.703532,FlexNetId: 50530757,FlexNet900,930.5375 MHz,26,901.8875 MHz
30312,false,,WASHINGTONSQ-004 FCI,NaviComm,No,FlexNet,Enabled,2080,Not Applicable,2019-10-07 11:57:49.739,Not in Service,2019-10-06 15:18:01.130,2019-10-07 11:25:37.000,No,40.149115,-75.312104,FlexNetId: 50402153,FlexNet900,930.5125 MHz,27,901.8375 MHz
47238,false,,REMOVED: TREDYFFR-132FCI77,NaviComm,No,FlexNet,Enabled,2080,Not Applicable,2023-10-31 12:00:44.392,Not in Service,2020-03-29 11:43:13.252,2023-03-01 20:20:19.000,No,40.06418,-75.43165,FlexNetId: 50530605,FlexNet900,930.5125 MHz,31,901.8375 MHz
49340,false,,BRADFORD-341CFCI13,NaviComm,No,FlexNet,Enabled,490003,Not Applicable,2024-07-16 20:04:05.975,Not in Service,2021-05-18 08:58:56.626,2024-02-02 18:06:09.000,No,40.04767,-75.717336,FlexNetId: 50531216,FlexNet900,930.5125 MHz,17,901.8375 MHz
47253,false,,REMOVED: PAGE-000CFCI32-33,NaviComm,No,FlexNet,Enabled,480004,Not Applicable,2023-05-01 09:44:48.004,Not in Service,2020-03-29 11:43:05.806,2022-11-22 08:09:14.000,No,40.006261,-75.685918,FlexNetId: 50530617,FlexNet900,930.5125 MHz,53,901.8375 MHz
47251,false,,BRADFORD-341CFCI19,NaviComm,No,FlexNet,Enabled,490003,Not Applicable,2024-01-31 10:53:10.514,Not in Service,2020-03-29 11:43:05.371,2022-11-22 08:09:14.000,No,40.038713,-75.731842,FlexNetId: 50530756,FlexNet900,930.5375 MHz,27,901.8625 MHz
52577,false,,,NaviComm,No,FlexNet,Disabled,480005,Not Applicable,2024-02-20 11:45:06.985,Not in Service,2023-10-30 11:15:05.613,2024-02-20 11:33:02.000,No,,,FlexNetId: 50533542,FlexNet900,930.5125 MHz,34,901.8375 MHz
44128,false,,REMOVED - PEACHBOT-361CFCI8,NaviComm,No,FlexNet,Enabled,4100004,Not Applicable,2024-12-06 10:56:58.370,Not in Service,2018-11-05 14:21:40.029,2024-10-11 10:23:58.000,No,39.771156,-76.2975,FlexNetId: 50409427,FlexNet900,930.5125 MHz,41,901.8375 MHz
47244,false,,BRADFORD-343CFCI23,NaviComm,No,FlexNet,Enabled,490003,Not Applicable,2026-07-06 15:55:16.369,Not in Service,2020-03-29 11:43:03.961,2022-11-22 08:08:58.000,No,39.97142,-75.63902,FlexNetId: 50530765,FlexNet900,930.5375 MHz,13,901.8625 MHz
49370,false,,REMOVED - WOODBOUR-352CFCI37,NaviComm,No,FlexNet,Enabled,4110005,Not Applicable,2026-07-29 09:12:04.508,Not in Service,2021-05-18 08:58:32.128,2024-10-11 10:28:51.000,No,40.22731266,-74.9025289,FlexNetId: 50531325,FlexNet900,930.5375 MHz,14,901.8625 MHz
47255,false,,BRADFORD-341CFCI17,NaviComm,No,FlexNet,Enabled,490003,Not Applicable,2026-07-05 04:26:31.057,Not in Service,2020-03-29 11:43:06.184,2022-11-22 08:09:14.000,No,40.066688,-75.702631,FlexNetId: 50530761,FlexNet900,930.5125 MHz,16,901.8625 MHz
49365,false,,REMOVED - WOODBOUR-352FCI42,NaviComm,No,FlexNet,Enabled,3399,Not Applicable,2021-12-02 12:04:01.552,Not in Service,2021-05-18 08:58:34.144,2021-12-02 11:45:26.000,No,40.242003,-74.843532,FlexNetId: 50531302,FlexNet900,930.5125 MHz,59,901.8375 MHz
